age_group,n,prefrail,frail,fi,source,lb,meas,sex,n_frail,n_prefrail,n_robust,robust,country
"[65,70)",162410,0.0824087186749584,0.00533218397881904,efi,IMRD - THIN,3-year lookback,no,Male,866.0000000000002,13383.999999999995,148160,0.9122590973462226,UK
"[65,70)",162410,0.0381134166615356,9.2358844898713e-4,efi,IMRD - THIN,1-year lookback,yes,Male,149.99999999999977,6189.999999999997,156070,0.9609629948894772,UK
"[65,70)",162410,0.103497321593498,0.008564743550274,efi,IMRD - THIN,3-year lookback,yes,Male,1391.0000000000002,16809.00000000001,144210,0.8879379348562281,UK
"[70,75)",131495,0.00329290087075554,3.041940758203e-5,vafi,IMRD - THIN,1-year lookback,no,Male,3.999999999999035,432.9999999999997,131058,0.9966766797216624,UK
"[70,75)",131495,0.0261074565572835,0.00101144530210274,vafi,IMRD - THIN,3-year lookback,no,Male,132.9999999999998,3432.999999999994,127929,0.9728810981406137,UK
"[70,75)",131495,0.0440929312901631,0.00129282482223659,efi,IMRD - THIN,1-year lookback,no,Male,170.0000000000004,5797.999999999996,125527,0.9546142438876003,UK
"[70,75)",131495,0.131754059089699,0.0115213506216966,efi,IMRD - THIN,3-year lookback,no,Male,1514.9999999999945,17324.99999999997,112655.00000000003,0.8567245902886044,UK
"[70,75)",131495,0.0650519031141868,0.00238792349518993,efi,IMRD - THIN,1-year lookback,yes,Male,313.99999999999983,8553.999999999993,122627,0.9325601733906232,UK
"[70,75)",131495,0.162424426784288,0.0181527814745808,efi,IMRD - THIN,3-year lookback,yes,Male,2387.0000000000023,21357.999999999953,107750.00000000004,0.8194227917411312,UK
"[75,80)",104234,0.00624556286816202,6.715658998023e-5,vafi,IMRD - THIN,1-year lookback,no,Male,6.999999999999294,651,103576,0.9936872805418577,UK
"[75,80)",104234,0.0443713183797993,0.00212022948366176,vafi,IMRD - THIN,3-year lookback,no,Male,220.9999999999999,4625.000000000001,99388,0.9535084521365389,UK
"[75,80)",104234,0.0767216071531362,0.00283017057773855,efi,IMRD - THIN,1-year lookback,no,Male,295,7996.999999999998,95942,0.9204482222691253,UK
"[75,80)",104234,0.205192163785329,0.0242531227814341,efi,IMRD - THIN,3-year lookback,no,Male,2528.000000000002,21387.999999999985,80318.00000000001,0.7705547134332369,UK
"[75,80)",104234,0.112410537828348,0.00527658921273289,efi,IMRD - THIN,1-year lookback,yes,Male,550.0000000000001,11717.000000000025,91966.99999999997,0.882312872958919,UK
"[75,80)",104234,0.245303835600668,0.0384615384615385,efi,IMRD - THIN,3-year lookback,yes,Male,4009.0000000000036,25569.00000000003,74655.99999999997,0.7162346259377935,UK
"[80,120]",147957,0.0102597376264726,2.1627905404948e-4,vafi,IMRD - THIN,1-year lookback,no,Male,31.999999999998913,1518.0000000000064,146407,0.989523983319478,UK
"[80,120]",147957,0.074744689335415,0.00393357529552505,vafi,IMRD - THIN,3-year lookback,no,Male,581.9999999999998,11058.999999999998,136316,0.9213217353690599,UK
"[80,120]",147957,0.128686037159445,0.00558270308265239,efi,IMRD - THIN,1-year lookback,no,Male,825.9999999999997,19040.000000000004,128091,0.8657312597579027,UK
"[80,120]",147957,0.313739802780538,0.0519340078536331,efi,IMRD - THIN,3-year lookback,no,Male,7683.999999999993,46420.00000000006,93852.99999999994,0.6343261893658289,UK
"[80,120]",147957,0.189926803057645,0.0108409875842306,efi,IMRD - THIN,1-year lookback,yes,Male,1604.0000000000068,28100.99999999998,118252.00000000001,0.7992322093581244,UK
"[80,120]",147957,0.366086092580953,0.0810776103868016,efi,IMRD - THIN,3-year lookback,yes,Male,11996.000000000004,54165.00000000006,81795.99999999994,0.5528362970322455,UK
"[40,45)",596638,0.010310425417087078,4.042471314264261e-4,efi,Pharmetrics+,1-year lookback,no,All,241.18920000000003,6151.5916,590245.2192,0.9892853274514866,US
"[40,45)",596638,0.0542042506511486,0.007593436891381373,vafi,Pharmetrics+,1-year lookback,no,All,4530.532999999999,32340.3157,559767.1513,0.9382023124574701,US
"[45,50)",610663,0.018060032947796085,0.0010570602771086506,efi,Pharmetrics+,1-year lookback,no,All,645.5075999999999,11028.5939,598988.8985,0.9808829067750953,US
"[45,50)",610663,0.07472485511648815,0.013250619244984548,vafi,Pharmetrics+,1-year lookback,no,All,8091.662899999999,45631.7042,556939.6329000001,0.9120245256385274,US
"[50,55)",657697,0.029713402220171294,0.002104602879441445,efi,Pharmetrics+,1-year lookback,no,All,1384.191,19542.4155,636770.3935,0.9681819949003873,US
"[50,55)",657697,0.09977202039845096,0.02194562237626141,vafi,Pharmetrics+,1-year lookback,no,All,14433.57,65619.7585,577643.6714999999,0.8782823572252876,US
"[55,60)",702585,0.04787296227502722,0.004257233075001602,efi,Pharmetrics+,1-year lookback,no,All,2991.0681000000004,33634.8252,665959.1067,0.9478698046499712,US
"[55,60)",702585,0.12901659087512543,0.03491217020004697,vafi,Pharmetrics+,1-year lookback,no,All,24528.7671,90645.1215,587411.1114,0.8360712389248277,US
"[60,65)",698925,0.07370092155810709,0.007747196623385914,efi,Pharmetrics+,1-year lookback,no,All,5414.7094,51511.4166,641998.8740000001,0.9185518818185071,US
"[60,65)",698925,0.16552703480344816,0.05234669714203956,vafi,Pharmetrics+,1-year lookback,no,All,36586.4153,115690.9828,546647.6019,0.7821262680545124,US
"[65,70)",574070,0.12272829620081176,0.01584060445590259,efi,Pharmetrics+,1-year lookback,no,All,9093.6158,70454.633,494521.75119999994,0.8614310993432855,US
"[65,70)",574070,0.2362417001410978,0.09830714024422109,vafi,Pharmetrics+,1-year lookback,no,All,56435.18,135619.2728,382015.54720000003,0.6654511596146812,US
"[70,75)",439984,0.187924513618677,0.030286770428015565,efi,Pharmetrics+,1-year lookback,no,All,13325.6944,82683.77919999999,343974.5264,0.7817887159533073,US
"[70,75)",439984,0.29955856031128403,0.1622944552529183,vafi,Pharmetrics+,1-year lookback,no,All,71406.9636,131800.9736,236776.06279999999,0.5381469844357977,US
"[75,80)",335448,0.2621057773485011,0.05350577734850111,efi,Pharmetrics+,1-year lookback,no,All,17948.406,87922.8588,229576.7352,0.6843884453029978,US
"[75,80)",335448,0.33783872791013814,0.24770212014976986,vafi,Pharmetrics+,1-year lookback,no,All,83091.1808,113327.32560000001,139029.4936,0.41445915194009203,US
